timestamp,item_id,y
1582741231538,10842,10
1582741531141,10842,10
1582741831161,10842,10
1582742131463,10842,10
1582742431205,10842,10
1582742731686,10842,10
1582743031815,10842,10
1582743331717,10842,10
1582743631738,10842,10
1582743931621,10842,10
1582744231103,10842,10
1582744531704,10842,10
1582744831167,10842,10
1582745131149,10842,10
1582745431770,10842,10
1582745731531,10842,10
1582746031553,10842,10
1582746331137,10842,10
1582746631078,10842,10
1582746931458,10842,10
1582747231560,10842,10
1582747531902,10842,10
1582747831203,10842,10
1582748131265,10842,10
1582748431330,10842,10
1582748730970,10842,10
1582749031174,10842,10
1582749331413,10842,5
1582749631416,10842,5
1582749931137,10842,5
1582750232299,10842,5
1582750531903,10842,5
1582805131948,10842,-3
1582805430933,10842,-3
1582805731276,10842,-3
1582806031476,10842,-1
1582806331499,10842,-1
1582806632267,10842,-1
1582806931644,10842,-1
1582807231027,10842,-1
1582807531010,10842,-1
1582807831533,10842,-1
1582808185937,10842,-1
1582808431259,10842,-1
1582808731103,10842,-1
1582809031283,10842,-1
1582809331408,10842,-1
1582809631011,10842,-1
1582809931553,10842,-1
1582810231297,10842,-1
1582810531458,10842,-1
1582810830882,10842,-1
1582811131477,10842,-1
1582811431757,10842,-1
1582811731976,10842,-1
1582812031800,10842,5
1582812331079,10842,5
1582812631342,10842,5
1582812931202,10842,5
1582813230884,10842,5
1582813531106,10842,5
1582813831346,10842,5
1582814131286,10842,5
1582814431306,10842,5
1582814731129,10842,5
1582815031029,10842,5
1582815330970,10842,5
1582815631372,10842,5
1582815931174,10842,5
1582816231393,10842,5
1582816531114,10842,5
1582816831536,10842,5
1582817131197,10842,5
1582817431338,10842,5
1582817731260,10842,5
1582818031482,10842,5
1582818331582,10842,5
1582818631917,10842,5
1582818931678,10842,5
1582819231284,10842,5
1582819531305,10842,5
1582819831070,10842,5
1582820131514,10842,5
1582820431159,10842,5
1582820731119,10842,5
1582821031024,10842,5
1582821331310,10842,5
1582821631312,10842,5
1582821931073,10842,5
1582822231658,10842,5
1582822530981,10842,5
1582822830985,10842,5
1582823131529,10842,5
1582823431193,10842,5
1582823731178,10842,5
1582824031122,10842,5
1582824331364,10842,5
1582824631229,10842,10
1582824987873,10842,10
1582825231097,10842,25
1582825531259,10842,25
1582825832495,10842,25
1582826131159,10842,25
1582826431204,10842,15
1582826792804,10842,15
1582827030968,10842,15
1582827332253,10842,10
1582827632248,10842,10
1582827931807,10842,10
1582828231488,10842,10
1582828531090,10842,10
1582828831114,10842,15
1582829131714,10842,20
1582829431075,10842,20
1582829731698,10842,20
1582830031078,10842,20
1582830331159,10842,20
1582830631221,10842,20
1582830931322,10842,40
1582831231245,10842,40
1582831531385,10842,40
1582831831188,10842,40
1582832131309,10842,40
1582832431912,10842,40
1582832732432,10842,40
1582833030995,10842,40
1582833331195,10842,40
1582833631496,10842,40
1582833931057,10842,40
1582834231360,10842,40
1582834530961,10842,10
1582834831861,10842,10
1582835131761,10842,10
1582835431344,10842,10
1582835731725,10842,20
1582836031227,10842,20
1582836331868,10842,20
1582836631132,10842,15
1582836931377,10842,15
1582891531640,10842,-1
1582891831141,10842,-1
1582892131379,10842,-1
1582892431360,10842,-1
1582892731199,10842,-1
1582893031400,10842,-1
1582893331301,10842,-1
1582893631359,10842,-1
1582893931220,10842,-1
1582894231020,10842,-1
1582894531279,10842,15
1582894831301,10842,15
1582895130960,10842,15
1582895431419,10842,15
1582895731891,10842,15
1582896031729,10842,15
1582896338710,10842,15
1582896631426,10842,15
1582896931528,10842,15
1582897231427,10842,15
1582897531145,10842,-3
1582897831602,10842,-3
1582898131500,10842,-3
1582898431440,10842,-3
1582898731040,10842,5
1582899030977,10842,5
1582899331356,10842,5
1582899631474,10842,5
1582899931816,10842,5
1582900231171,10842,5
1582900530993,10842,5
1582900831688,10842,5
1582901131790,10842,5
1582901431827,10842,5
1582901731367,10842,5
1582902031263,10842,5
1582902331362,10842,5
1582902631181,10842,5
1582902931240,10842,5
1582903232507,10842,5
1582903531709,10842,5
1582903831311,10842,5
1582904130912,10842,5
1582904431673,10842,5
1582904731195,10842,5
1582905031358,10842,5
1582905331140,10842,5
1582905631560,10842,5
1582905931082,10842,5
1582906231124,10842,5
1582906531566,10842,5
1582906831268,10842,5
1582907302090,10842,5
1582907431349,10842,5
1582907731354,10842,5
1582908031134,10842,5
1582908331695,10842,5
1582908630977,10842,5
1582908986778,10842,5
1582909231242,10842,5
1582909531222,10842,5
1582909831285,10842,5
1582910131064,10842,5
1582910431921,10842,5
1582910731821,10842,5
1582911031902,10842,5
1582911331185,10842,5
1582911631308,10842,5
1582911931548,10842,5
1582912231488,10842,5
1582912531291,10842,5
1582912831192,10842,5
1582913131414,10842,5
1582913431296,10842,5
1582913731298,10842,5
1582914030879,10842,5
1582914331462,10842,5
1582914631343,10842,5
1582914931205,10842,5
1582915231247,10842,10
1582915531327,10842,10
1582915831429,10842,10
1582916131191,10842,10
1582916431453,10842,10
1582916731174,10842,10
1582917031318,10842,10
1582917331479,10842,40
1582917632009,10842,40
1582917932087,10842,40
1582918231071,10842,40
1582918531032,10842,40
1582918831032,10842,40
1582919131875,10842,40
1582919431054,10842,40
1582919731357,10842,10
1582920031376,10842,10
1582920331278,10842,10
1582920631341,10842,10
1582920931480,10842,10
1582921231121,10842,10
1582921531343,10842,10
1582921831124,10842,10
1582922131607,10842,10
1582922431127,10842,5
1582922731129,10842,5
1582923030969,10842,5
1582923331369,10842,5
1582977931834,10842,-1
1582978231355,10842,-1
1582978532100,10842,-1
1582978831244,10842,-1
1582979131148,10842,-1
1582979431412,10842,-1
1582979796598,10842,-1
1582980031118,10842,-1
1582980331224,10842,-1
1582980631186,10842,-50
1582980931232,10842,-50
1582981231176,10842,-50
1582981531239,10842,-50
1582981831181,10842,-50
1582982131004,10842,-50
1582982431171,10842,-50
1582982731192,10842,-50
1582983031276,10842,-50
1582983331220,10842,-50
1582983631063,10842,-50
1582983931187,10842,-50
1582984230891,10842,-3
1582984531334,10842,-3
1582984831319,10842,5
1582985131243,10842,5
1582985431506,10842,5
1582985731113,10842,5
1582986031986,10842,5
1582986331766,10842,5
1582986631889,10842,5
1582986991673,10842,5
1582987231255,10842,5
1582987531318,10842,5
1582987831359,10842,5
1582988131343,10842,5
1582988431184,10842,5
1582988731346,10842,5
1582989031790,10842,5
1582989331992,10842,5
1582989631335,10842,5
1582989931178,10842,5
1582990231100,10842,5
1582990531382,10842,5
1582990831324,10842,5
1582991131348,10842,5
1582991431390,10842,5
1582991731152,10842,5
1582992031116,10842,5
1582992331059,10842,5
1582992630942,10842,5
1582992931185,10842,5
1582993231147,10842,5
1582993532283,10842,5
1582993831544,10842,5
1582994131485,10842,5
1582994431368,10842,5
1582994731391,10842,5
1582995031230,10842,5
1582995331293,10842,5
1582995631374,10842,5
1582995931116,10842,5
1582996231077,10842,5
1582996531257,10842,5
1582996831477,10842,5
1582997131502,10842,5
1582997431079,10842,5
1582997731061,10842,5
1582998031482,10842,15
1582998331283,10842,15
1582998631405,10842,15
1582998931205,10842,20
1582999230868,10842,20
1582999531707,10842,20
1582999831389,10842,20
1583000131433,10842,20
1583000431213,10842,20
1583000732265,10842,20
1583001031405,10842,20
1583001331246,10842,20
1583001631105,10842,20
1583001931066,10842,20
1583002231935,10842,20
1583002532394,10842,20
1583002834055,10842,20
1583003132016,10842,20
1583003431197,10842,20
1583003732078,10842,20
1583004031139,10842,15
1583004331241,10842,15
1583004631141,10842,15
1583004931582,10842,15
1583005232302,10842,15
1583005531123,10842,15
1583005830865,10842,15
1583006131186,10842,15
1583006431426,10842,15
1583006731027,10842,15
1583007031548,10842,15
1583007331248,10842,35
1583007631249,10842,35
1583007931210,10842,35
1583008231171,10842,35
1583008531413,10842,35
1583008830933,10842,35
1583009130994,10842,35
1583009431154,10842,35
1583009731825,10842,35
1583064331684,10842,-1
1583064631225,10842,-1
1583064931228,10842,-1
1583065231005,10842,-1
1583065700269,10842,-1
1583065831188,10842,-1
1583066131228,10842,-1
1583066431287,10842,-1
1583066730929,10842,-1
1583067031108,10842,-1
1583067331431,10842,-1
1583067631749,10842,-1
1583067931230,10842,-1
1583068231490,10842,-1
1583068532145,10842,-1
1583068831747,10842,-1
1583069131552,10842,-1
1583069431593,10842,-1
1583069731356,10842,-1
1583070031737,10842,-1
1583070331541,10842,-2
1583070630966,10842,-2
1583070930986,10842,-2
1583071231190,10842,-2
1583071531334,10842,5
1583071831435,10842,5
1583072132517,10842,5
1583072431581,10842,5
1583072731342,10842,5
1583073031067,10842,5
1583073330928,10842,5
1583073631071,10842,5
1583073931435,10842,5
1583074231156,10842,5
1583074531778,10842,5
1583074831022,10842,5
1583075310868,10842,5
1583075431547,10842,5
1583075731659,10842,5
1583076031759,10842,5
1583076331360,10842,5
1583076631424,10842,5
1583076931244,10842,5
1583077231365,10842,5
1583077531487,10842,5
1583077831308,10842,5
1583078131188,10842,5
1583078431449,10842,5
1583078731211,10842,5
1583079031133,10842,5
1583079331713,10842,5
1583079631635,10842,5
1583079931835,10842,5
1583080231076,10842,5
1583080531038,10842,5
1583080831140,10842,5
1583081131261,10842,5
1583081431203,10842,5
1583081731203,10842,5
1583082031448,10842,5
1583082331509,10842,5
1583082631068,10842,5
1583082931529,10842,5
1583083232397,10842,5
1583083587105,10842,5
1583083831070,10842,5
1583084131215,10842,5
1583084431419,10842,5
1583084731547,10842,5
1583085031372,10842,5
1583085331158,10842,15
1583085631484,10842,15
1583085931129,10842,15
1583086231273,10842,30
1583086589922,10842,30
1583086831383,10842,20
1583087131012,10842,20
1583087431258,10842,20
1583087731183,10842,20
1583088031109,10842,15
1583088331514,10842,15
1583088631258,10842,25
1583088931202,10842,25
1583089231150,10842,15
1583089598399,10842,15
1583089830920,10842,15
1583090131086,10842,15
1583090431575,10842,15
1583090731697,10842,15
1583091031582,10842,15
1583091331103,10842,15
1583091631126,10842,15
1583091931549,10842,15
1583092231372,10842,15
1583092594557,10842,15
1583092831197,10842,15
1583093131340,10842,15
1583093431042,10842,15
1583093731383,10842,15
1583094031207,10842,15
1583094331570,10842,15
1583094630952,10842,15
1583094930895,10842,15
1583095231176,10842,15
1583095531380,10842,15
1583095831662,10842,5
1583096131064,10842,5
1583150731961,10842,-1
1583151031779,10842,-1
1583151331501,10842,-1
1583151631560,10842,-1
1583151931300,10842,-1
1583152231461,10842,-1
1583152531199,10842,-1
1583152831559,10842,-1
1583153131460,10842,-1
1583153431220,10842,-1
1583153731161,10842,-1
1583154031519,10842,-1
1583154331239,10842,-1
1583154631778,10842,-1
1583154931059,10842,-1
1583155231098,10842,-1
1583155531177,10842,-1
1583155830920,10842,-1
1583156130940,10842,10
1583156431040,10842,5
1583156731358,10842,5
1583157031197,10842,5
1583157331040,10842,5
1583157631158,10842,5
1583157931765,10842,5
1583158231825,10842,5
1583158531407,10842,5
1583158831389,10842,5
1583159131153,10842,5
1583159431355,10842,5
1583159731796,10842,5
1583160030819,10842,5
1583160331200,10842,5
1583160631086,10842,5
1583160931388,10842,5
1583161231187,10842,5
1583161531370,10842,5
1583161831093,10842,5
1583162131055,10842,5
1583162431057,10842,5
1583162731483,10842,5
1583163031462,10842,5
1583163332244,10842,5
1583163631087,10842,5
1583163931530,10842,15
1583164231013,10842,15
1583164531056,10842,15
1583164831776,10842,15
1583165131738,10842,15
1583165432290,10842,15
1583165731610,10842,15
1583166031415,10842,25
1583166331055,10842,-3
1583166631198,10842,-2
1583166931242,10842,-2
1583167232044,10842,-2
1583167531106,10842,25
1583167831247,10842,25
1583168131472,10842,25
1583168431012,10842,25
1583168731135,10842,25
1583169030980,10842,25
1583169331420,10842,25
1583169631323,10842,25
1583169930886,10842,35
1583170231889,10842,35
1583170531089,10842,35
1583170831273,10842,35
1583171131275,10842,35
1583171431156,10842,35
1583171731042,10842,35
1583172031424,10842,35
1583172331107,10842,35
1583172631106,10842,35
1583172932242,10842,20
1583173231766,10842,15
1583173531012,10842,15
1583173831214,10842,15
1583174131437,10842,15
1583174431122,10842,15
1583174731106,10842,15
1583175031508,10842,15
1583175331112,10842,15
1583175631616,10842,15
1583175931339,10842,15
1583176231123,10842,15
1583176531245,10842,20
1583176831192,10842,20
1583177131133,10842,45
1583177431098,10842,45
1583177731121,10842,30
1583178031224,10842,30
1583178331408,10842,25
1583178631173,10842,25
1583178931358,10842,25
1583179231682,10842,25
1583179531103,10842,20
1583179831386,10842,20
1583180131998,10842,10
1583180431678,10842,10
1583180731281,10842,10
1583181031444,10842,10
1583181331465,10842,10
1583181631410,10842,10
1583181931092,10842,10
1583182231392,10842,10
1583182531256,10842,10
1583237324378,10842,-1
1583237436658,10842,-1
1583237731319,10842,-1
1583238031100,10842,-1
1583238331700,10842,-1
1583238631020,10842,-1
1583238931277,10842,-1
1583239231138,10842,-1
1583239531378,10842,-1
1583239831059,10842,-1
1583240131317,10842,-1
1583240431417,10842,-1
1583240731056,10842,-1
1583241031016,10842,-1
1583241331018,10842,-1
1583241631177,10842,-1
1583241931237,10842,-1
1583242231398,10842,-1
1583242531436,10842,-1
1583242831296,10842,-1
1583243132879,10842,5
1583243430936,10842,5
1583243731217,10842,5
1583244031036,10842,5
1583244331178,10842,5
1583244632340,10842,5
1583244931782,10842,5
1583245231766,10842,5
1583245531351,10842,5
1583245831014,10842,5
1583246131098,10842,5
1583246431320,10842,5
1583246731223,10842,5
1583247031008,10842,5
1583247331093,10842,5
1583247631234,10842,5
1583247931217,10842,5
1583248231243,10842,5
1583248531386,10842,5
1583248831449,10842,5
1583249130992,10842,5
1583249431135,10842,15
1583249731241,10842,15
1583250031043,10842,20
1583250331307,10842,20
1583250630950,10842,20
1583250997477,10842,20
1583251230918,10842,20
1583251531301,10842,20
1583251831145,10842,20
1583252131028,10842,20
1583252432302,10842,20
1583252731424,10842,20
1583253030969,10842,20
1583253330950,10842,20
1583253631372,10842,20
1583253931532,10842,20
1583254231294,10842,20
1583254531077,10842,20
1583254831538,10842,20
1583255131522,10842,20
1583255431304,10842,20
1583255731044,10842,20
1583256031227,10842,20
1583256331048,10842,35
1583256631230,10842,35
1583256931073,10842,35
1583257231677,10842,35
1583257530956,10842,35
1583257831138,10842,35
1583258131042,10842,35
1583258430985,10842,35
1583258731104,10842,35
1583259031609,10842,35
1583259331845,10842,35
1583259631743,10842,35
1583259931545,10842,35
1583260231464,10842,35
1583260531045,10842,35
1583260831327,10842,35
1583261131126,10842,35
1583261431129,10842,60
1583261731587,10842,50
1583262034347,10842,50
1583262331269,10842,50
1583262631612,10842,50
1583262931170,10842,50
1583263231269,10842,50
1583263585732,10842,50
1583264011152,10842,50
1583264292113,10842,35
1583264431192,10842,35
1583264732092,10842,35
1583265031034,10842,35
1583265389373,10842,15
1583265631693,10842,20
1583265931436,10842,20
1583266231175,10842,20
1583266531314,10842,20
1583266831867,10842,20
1583267132766,10842,20
1583267617387,10842,20
1583267911689,10842,20
1583268033189,10842,20
1583268332950,10842,20
1583268633373,10842,20
1583268933152,10842,20
1583323593779,10842,-1
1583323831020,10842,-1
1583324131126,10842,-1
1583324431127,10842,-1
1583324731531,10842,-1
1583325031236,10842,-1
1583325331362,10842,-1
1583325631385,10842,-1
1583326111572,10842,-1
1583326230834,10842,-1
1583326531357,10842,-1
1583326832260,10842,-1
1583327131146,10842,-1
1583327431049,10842,-1
1583327731233,10842,-1
1583328031217,10842,-1
1583328331882,10842,-1
1583328631224,10842,-1
1583328931229,10842,-1
1583329231213,10842,-50
1583329531238,10842,-1
1583329831064,10842,-1
1583330131126,10842,-1
1583330432295,10842,5
1583330732116,10842,5
1583331031558,10842,5
1583331331300,10842,5
1583331631300,10842,5
1583331931218,10842,5
1583332231218,10842,5
1583332531161,10842,5
1583332831122,10842,5
1583333130983,10842,5
1583333431222,10842,5
1583333731661,10842,5
1583334031242,10842,5
1583334332486,10842,5
1583334631384,10842,5
1583334931223,10842,5
1583335231585,10842,5
1583335531825,10842,5
1583335831106,10842,5
1583336131107,10842,5
1583336431067,10842,5
1583336731229,10842,5
1583337031227,10842,5
1583337331008,10842,5
1583337632318,10842,5
1583337930981,10842,5
1583338231423,10842,5
1583338531201,10842,5
1583338831131,10842,5
1583339130974,10842,5
1583339431295,10842,5
1583339730939,10842,5
1583340031244,10842,5
1583340331266,10842,5
1583340631229,10842,5
1583340998634,10842,5
1583341231975,10842,5
1583341531318,10842,5
1583341831420,10842,-2
1583342131263,10842,-2
1583342431608,10842,-3
1583342731333,10842,-3
1583343032553,10842,-3
1583343331576,10842,-3
1583343631461,10842,-3
1583343931263,10842,5
1583344231206,10842,5
1583344532137,10842,5
1583344831341,10842,5
1583345131144,10842,5
1583345431347,10842,40
1583345731430,10842,40
1583346212575,10842,40
1583346331416,10842,40
1583346631277,10842,40
1583346931340,10842,40
1583347231005,10842,40
1583347531066,10842,40
1583347831292,10842,40
1583348312036,10842,40
1583348431354,10842,40
1583348731301,10842,40
1583349031201,10842,15
1583349331206,10842,15
1583349631088,10842,15
1583349931089,10842,15
1583350231433,10842,15
1583350531877,10842,15
1583350831599,10842,15
1583351131484,10842,15
1583351431066,10842,15
1583351731885,10842,15
1583352031550,10842,15
1583352494477,10842,10
1583352631202,10842,10
1583352931144,10842,10
1583353231371,10842,10
1583353531393,10842,10
1583353831097,10842,10
1583354131282,10842,10
1583354432088,10842,10
1583354731311,10842,10
1583355031296,10842,10
1583355331939,10842,10
1583409985886,10842,-1
1583410231127,10842,-1
1583410531048,10842,15
1583410830972,10842,15
1583411184471,10842,15
1583411431271,10842,15
1583411731114,10842,15
1583412030992,10842,15
1583412331275,10842,15
1583412631056,10842,15
1583412931276,10842,15
1583413231756,10842,15
1583413531619,10842,15
1583413831182,10842,15
1583414131207,10842,15
1583414431070,10842,15
1583414731352,10842,15
1583415031557,10842,15
1583415331337,10842,15
1583415631581,10842,15
1583415931746,10842,15
1583416231207,10842,-2
1583416531371,10842,5
1583416831454,10842,5
1583417310261,10842,5
1583417494160,10842,5
1583417788065,10842,5
1583418031447,10842,5
1583418332889,10842,5
1583418630974,10842,5
1583418931255,10842,5
1583419231538,10842,5
1583419592624,10842,5
1583419831205,10842,5
1583420130971,10842,5
1583420430912,10842,5
1583420732258,10842,10
1583421031400,10842,15
1583421331185,10842,15
1583421631565,10842,25
1583421930868,10842,25
1583422230811,10842,25
1583422534691,10842,45
1583422831793,10842,45
1583423131375,10842,45
1583423432777,10842,45
1583423730900,10842,45
1583424031123,10842,45
1583424331003,10842,45
1583424630966,10842,45
1583424994688,10842,-2
1583425231171,10842,-2
1583425531312,10842,-3
1583425831830,10842,-3
1583426131650,10842,-3
1583426431089,10842,-3
1583426731931,10842,-3
1583427030970,10842,-3
1583427396290,10842,-2
1583427631691,10842,-3
1583427931472,10842,5
1583428230992,10842,5
1583428531212,10842,15
1583428831514,10842,15
1583429131215,10842,45
1583429431372,10842,45
1583429731193,10842,45
1583430031295,10842,45
1583430331034,10842,55
1583430630915,10842,55
1583430931517,10842,55
1583431231674,10842,55
1583431531118,10842,55
1583431831216,10842,60
1583432131058,10842,60
1583432432579,10842,60
1583432731037,10842,60
1583433031754,10842,60
1583433331795,10842,60
1583433631992,10842,60
1583433931833,10842,60
1583434231417,10842,60
1583434531345,10842,60
1583434831627,10842,60
1583435131011,10842,60
1583435431735,10842,60
1583435731241,10842,60
1583436031164,10842,25
1583436331411,10842,25
1583436631313,10842,35
1583436930999,10842,35
1583437231302,10842,35
1583437531628,10842,35
1583437831213,10842,35
1583438131235,10842,35
1583438431542,10842,35
1583438731185,10842,45
1583439031248,10842,45
1583439331273,10842,60
1583439631459,10842,60
1583439931263,10842,60
1583440231187,10842,60
